Descipline,Slug_Game,Event,Gender,Medal,Participant_Type,Full_Name,Country,Country_Code
Diving,rio-2016,3m springboard men,Men,BRONZE,Athlete,Patrick HAUSDING,Germany,GER
Diving,rio-2016,synchronized diving 10m platform men,Men,GOLD,GameTeam,Aisen CHEN,People's Republic of China,CHN
Diving,rio-2016,synchronized diving 10m platform men,Men,GOLD,GameTeam,Yue LIN,People's Republic of China,CHN
Diving,rio-2016,synchronized diving 10m platform men,Men,SILVER,GameTeam,David BOUDIA,United States of America,USA
Diving,rio-2016,synchronized diving 10m platform men,Men,SILVER,GameTeam,Steele JOHNSON,United States of America,USA
Diving,rio-2016,synchronized diving 10m platform men,Men,BRONZE,GameTeam,Thomas DALEY,Great Britain,GBR
Diving,rio-2016,synchronized diving 10m platform men,Men,BRONZE,GameTeam,Daniel GOODFELLOW,Great Britain,GBR
Diving,rio-2016,10m platform men,Men,GOLD,Athlete,Aisen CHEN,People's Republic of China,CHN
Diving,rio-2016,10m platform men,Men,SILVER,Athlete,German SANCHEZ,Mexico,MEX
Diving,rio-2016,10m platform men,Men,BRONZE,Athlete,David BOUDIA,United States of America,USA
Diving,rio-2016,synchronized diving 3m springboard men,Men,GOLD,GameTeam,Jack LAUGHER,Great Britain,GBR
Diving,rio-2016,synchronized diving 3m springboard men,Men,GOLD,GameTeam,Chris MEARS,Great Britain,GBR
Diving,rio-2016,synchronized diving 3m springboard men,Men,SILVER,GameTeam,Sam DORMAN,United States of America,USA
Diving,rio-2016,synchronized diving 3m springboard men,Men,SILVER,GameTeam,Mike HIXON,United States of America,USA
Diving,rio-2016,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,Yuan CAO,People's Republic of China,CHN
Diving,rio-2016,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,Kai QIN,People's Republic of China,CHN
Diving,rio-2016,synchronized diving 3m springboard women,Women,GOLD,GameTeam,Tingmao SHI,People's Republic of China,CHN
Diving,rio-2016,synchronized diving 3m springboard women,Women,GOLD,GameTeam,Minxia WU,People's Republic of China,CHN
Diving,rio-2016,synchronized diving 3m springboard women,Women,SILVER,GameTeam,Tania CAGNOTTO,Italy,ITA
Diving,rio-2016,synchronized diving 3m springboard women,Women,SILVER,GameTeam,Francesca DALLAPE,Italy,ITA
Diving,rio-2016,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,Maddison KEENEY,Australia,AUS
Diving,rio-2016,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,Anabelle SMITH,Australia,AUS
Diving,rio-2016,3m springboard women,Women,GOLD,Athlete,Tingmao SHI,People's Republic of China,CHN
Diving,rio-2016,3m springboard women,Women,SILVER,Athlete,Zi HE,People's Republic of China,CHN
Diving,rio-2016,3m springboard women,Women,BRONZE,Athlete,Tania CAGNOTTO,Italy,ITA
Badminton,rio-2016,Doubles mixed,Mixed,GOLD,GameTeam,Tontowi AHMAD,Indonesia,INA
Badminton,rio-2016,Doubles mixed,Mixed,GOLD,GameTeam,Liliyana NATSIR,Indonesia,INA
Badminton,rio-2016,Doubles mixed,Mixed,SILVER,GameTeam,Peng Soon CHAN,Malaysia,MAS
Badminton,rio-2016,Doubles mixed,Mixed,SILVER,GameTeam,Liu Ying GOH,Malaysia,MAS
Badminton,rio-2016,Doubles mixed,Mixed,BRONZE,GameTeam,Nan ZHANG,People's Republic of China,CHN
Badminton,rio-2016,Doubles mixed,Mixed,BRONZE,GameTeam,Yunlei ZHAO,People's Republic of China,CHN
Badminton,rio-2016,Singles men,Men,GOLD,Athlete,Long CHEN,People's Republic of China,CHN
Badminton,rio-2016,Singles men,Men,SILVER,Athlete,Chong Wei LEE,Malaysia,MAS
Badminton,rio-2016,Singles men,Men,BRONZE,Athlete,Viktor AXELSEN,Denmark,DEN
Badminton,rio-2016,doubles men,Men,GOLD,GameTeam,Haifeng FU,People's Republic of China,CHN
Badminton,rio-2016,doubles men,Men,GOLD,GameTeam,Nan ZHANG,People's Republic of China,CHN
Badminton,rio-2016,doubles men,Men,SILVER,GameTeam,V Shem GOH,Malaysia,MAS
Badminton,rio-2016,doubles men,Men,SILVER,GameTeam,Wee Kiong TAN,Malaysia,MAS
Badminton,rio-2016,doubles men,Men,BRONZE,GameTeam,Marcus ELLIS,Great Britain,GBR
Badminton,rio-2016,doubles men,Men,BRONZE,GameTeam,Chris LANGRIDGE,Great Britain,GBR
Badminton,rio-2016,Singles women,Women,GOLD,Athlete,Carolina MARIN,Spain,ESP
Badminton,rio-2016,Singles women,Women,SILVER,Athlete,Pusarla Venkata SINDHU,India,IND
Badminton,rio-2016,Singles women,Women,BRONZE,Athlete,Nozomi OKUHARA,Japan,JPN
Badminton,rio-2016,doubles women,Women,GOLD,GameTeam,Misaki MATSUTOMO,Japan,JPN
Badminton,rio-2016,doubles women,Women,GOLD,GameTeam,Ayaka TAKAHASHI,Japan,JPN
Badminton,rio-2016,doubles women,Women,SILVER,GameTeam,Christinna PEDERSEN,Denmark,DEN
Badminton,rio-2016,doubles women,Women,SILVER,GameTeam,Kamilla Rytter JUHL,Denmark,DEN
Badminton,rio-2016,doubles women,Women,BRONZE,GameTeam,Gyeong-Eun Jeong,Republic of Korea,KOR
Badminton,rio-2016,doubles women,Women,BRONZE,GameTeam,Seung Chan SHIN,Republic of Korea,KOR
Table Tennis,rio-2016,Singles men,Men,GOLD,Athlete,Long MA,People's Republic of China,CHN
Table Tennis,rio-2016,Singles men,Men,SILVER,Athlete,Jike ZHANG,People's Republic of China,CHN
Table Tennis,rio-2016,Singles men,Men,BRONZE,Athlete,Jun MIZUTANI,Japan,JPN
Table Tennis,rio-2016,Singles women,Women,GOLD,Athlete,Ning DING,People's Republic of China,CHN
Table Tennis,rio-2016,Singles women,Women,SILVER,Athlete,Xiaoxia LI,People's Republic of China,CHN
Table Tennis,rio-2016,Singles women,Women,BRONZE,Athlete,Song I KIM,Democratic People's Republic of Korea,PRK
Table Tennis,rio-2016,Team men,Men,GOLD,GameTeam,,People's Republic of China,CHN
Table Tennis,rio-2016,Team men,Men,SILVER,GameTeam,,Japan,JPN
Table Tennis,rio-2016,Team men,Men,BRONZE,GameTeam,,Germany,GER
Table Tennis,rio-2016,team women,Women,GOLD,GameTeam,,People's Republic of China,CHN
Table Tennis,rio-2016,team women,Women,SILVER,GameTeam,,Germany,GER
Table Tennis,rio-2016,team women,Women,BRONZE,GameTeam,,Japan,JPN
Judo,rio-2016,70 - 78kg (half-heavyweight) women,Women,GOLD,Athlete,Kayla HARRISON,United States of America,USA
Judo,rio-2016,70 - 78kg (half-heavyweight) women,Women,SILVER,Athlete,Audrey TCHEUMEO,France,FRA
Judo,rio-2016,70 - 78kg (half-heavyweight) women,Women,BRONZE,Athlete,Mayra SILVA,Brazil,BRA
Judo,rio-2016,70 - 78kg (half-heavyweight) women,Women,BRONZE,Athlete,Anamari VELENSEK,Slovenia,SLO
Judo,rio-2016,- 48 kg women,Women,GOLD,Athlete,Paula PARETO,Argentina,ARG
Judo,rio-2016,- 48 kg women,Women,SILVER,Athlete,Bokyeong JEONG,Republic of Korea,KOR
Judo,rio-2016,- 48 kg women,Women,BRONZE,Athlete,Ami KONDO,Japan,JPN
Judo,rio-2016,- 48 kg women,Women,BRONZE,Athlete,Otgontsetseg GALBADRAKH,Kazakhstan,KAZ
Judo,rio-2016,60 - 66kg (half-lightweight) men,Men,GOLD,Athlete,Fabio BASILE,Italy,ITA
Judo,rio-2016,60 - 66kg (half-lightweight) men,Men,SILVER,Athlete,Baul AN,Republic of Korea,KOR
Judo,rio-2016,60 - 66kg (half-lightweight) men,Men,BRONZE,Athlete,Rishod SOBIROV,Uzbekistan,UZB
Judo,rio-2016,60 - 66kg (half-lightweight) men,Men,BRONZE,Athlete,Masashi EBINUMA,Japan,JPN
Judo,rio-2016,63  70kg middleweight women,Women,GOLD,Athlete,Haruka TACHIMOTO,Japan,JPN
Judo,rio-2016,63  70kg middleweight women,Women,SILVER,Athlete,Yuri ALVEAR,Colombia,COL
Judo,rio-2016,63  70kg middleweight women,Women,BRONZE,Athlete,Sally CONWAY,Great Britain,GBR
Judo,rio-2016,63  70kg middleweight women,Women,BRONZE,Athlete,Laura VARGAS KOCH,Germany,GER
Judo,rio-2016,52  57kg lightweight women,Women,GOLD,Athlete,Rafaela SILVA,Brazil,BRA
Judo,rio-2016,52  57kg lightweight women,Women,SILVER,Athlete,Sumiya DORJSUREN,Mongolia,MGL
Judo,rio-2016,52  57kg lightweight women,Women,BRONZE,Athlete,Telma MONTEIRO,Portugal,POR
Judo,rio-2016,52  57kg lightweight women,Women,BRONZE,Athlete,Kaori MATSUMOTO,Japan,JPN
Judo,rio-2016,81  90kg middleweight men,Men,GOLD,Athlete,Mashu BAKER,Japan,JPN
Judo,rio-2016,81  90kg middleweight men,Men,SILVER,Athlete,Varlam LIPARTELIANI,Georgia,GEO
Judo,rio-2016,81  90kg middleweight men,Men,BRONZE,Athlete,Donghan GWAK,Republic of Korea,KOR
Judo,rio-2016,81  90kg middleweight men,Men,BRONZE,Athlete,Xunzhao CHENG,People's Republic of China,CHN
Judo,rio-2016,+ 100kg (heavyweight) men,Men,GOLD,Athlete,Teddy RINER,France,FRA
Judo,rio-2016,+ 100kg (heavyweight) men,Men,SILVER,Athlete,Hisayoshi HARASAWA,Japan,JPN
Judo,rio-2016,+ 100kg (heavyweight) men,Men,BRONZE,Athlete,Rafael SILVA,Brazil,BRA
Judo,rio-2016,+ 100kg (heavyweight) men,Men,BRONZE,Athlete,Or SASSON,Israel,ISR
Judo,rio-2016,90 - 100kg (half-heavyweight) men,Men,GOLD,Athlete,Lukas KRPALEK,Czech Republic,CZE
Judo,rio-2016,90 - 100kg (half-heavyweight) men,Men,SILVER,Athlete,Elmar GASIMOV,Azerbaijan,AZE
Judo,rio-2016,90 - 100kg (half-heavyweight) men,Men,BRONZE,Athlete,Cyrille MARET,France,FRA
Judo,rio-2016,90 - 100kg (half-heavyweight) men,Men,BRONZE,Athlete,Ryunosuke HAGA,Japan,JPN
Judo,rio-2016,- 60 kg men,Men,GOLD,Athlete,Beslan MUDRANOV,Russian Federation,RUS
Judo,rio-2016,- 60 kg men,Men,SILVER,Athlete,Yeldos SMETOV,Kazakhstan,KAZ
Judo,rio-2016,- 60 kg men,Men,BRONZE,Athlete,Naohisa TAKATO,Japan,JPN
Judo,rio-2016,- 60 kg men,Men,BRONZE,Athlete,Diyorbek UROZBOEV,Uzbekistan,UZB
Judo,rio-2016,73 - 81kg (half-middleweight) men,Men,GOLD,Athlete,Khasan KHALMURZAEV,Russian Federation,RUS
Judo,rio-2016,73 - 81kg (half-middleweight) men,Men,SILVER,Athlete,Travis STEVENS,United States of America,USA
Judo,rio-2016,73 - 81kg (half-middleweight) men,Men,BRONZE,Athlete,Sergiu TOMA,United Arab Emirates,UAE
Judo,rio-2016,73 - 81kg (half-middleweight) men,Men,BRONZE,Athlete,Takanori NAGASE,Japan,JPN
Judo,rio-2016,57 - 63kg (half-middleweight) women,Women,GOLD,Athlete,Tina TRSTENJAK,Slovenia,SLO
Judo,rio-2016,57 - 63kg (half-middleweight) women,Women,SILVER,Athlete,Clarisse AGBEGNENOU,France,FRA
Judo,rio-2016,57 - 63kg (half-middleweight) women,Women,BRONZE,Athlete,Yarden GERBI,Israel,ISR
Judo,rio-2016,57 - 63kg (half-middleweight) women,Women,BRONZE,Athlete,Anicka VAN EMDEN,Netherlands,NED
Judo,rio-2016,+ 78kg (heavyweight) women,Women,GOLD,Athlete,Emilie ANDEOL,France,FRA
Judo,rio-2016,+ 78kg (heavyweight) women,Women,SILVER,Athlete,Idalys ORTIZ,Cuba,CUB
Judo,rio-2016,+ 78kg (heavyweight) women,Women,BRONZE,Athlete,Kanae YAMABE,Japan,JPN
Judo,rio-2016,+ 78kg (heavyweight) women,Women,BRONZE,Athlete,Song YU,People's Republic of China,CHN
Judo,rio-2016,66  73kg lightweight men,Men,GOLD,Athlete,Shohei ONO,Japan,JPN
Judo,rio-2016,66  73kg lightweight men,Men,SILVER,Athlete,Rüstəm Orucov,Azerbaijan,AZE
Judo,rio-2016,66  73kg lightweight men,Men,BRONZE,Athlete,Lasha SHAVDATUASHVILI,Georgia,GEO
Judo,rio-2016,66  73kg lightweight men,Men,BRONZE,Athlete,Dirk VAN TICHELT,Belgium,BEL
Judo,rio-2016,48 - 52kg (half-lightweight) women,Women,GOLD,Athlete,Majlinda KELMENDI,Kosovo,KOS
Judo,rio-2016,48 - 52kg (half-lightweight) women,Women,SILVER,Athlete,Odette GIUFFRIDA,Italy,ITA
Judo,rio-2016,48 - 52kg (half-lightweight) women,Women,BRONZE,Athlete,Misato NAKAMURA,Japan,JPN
Judo,rio-2016,48 - 52kg (half-lightweight) women,Women,BRONZE,Athlete,Nataliya Kuzyutina,Russian Federation,RUS
Equestrian Eventing,rio-2016,Eventing Team mixed,Open,GOLD,GameTeam,,France,FRA
Equestrian Eventing,rio-2016,Eventing Team mixed,Open,SILVER,GameTeam,,Germany,GER
Equestrian Eventing,rio-2016,Eventing Team mixed,Open,BRONZE,GameTeam,,Australia,AUS
Equestrian Eventing,rio-2016,Eventing Individual mixed,Open,GOLD,Athlete,Michael JUNG,Germany,GER
Equestrian Eventing,rio-2016,Eventing Individual mixed,Open,SILVER,Athlete,Astier NICOLAS,France,FRA
Equestrian Eventing,rio-2016,Eventing Individual mixed,Open,BRONZE,Athlete,Phillip DUTTON,United States of America,USA
Taekwondo,rio-2016,+ 80 kg men,Men,GOLD,Athlete,Radik ISAEV,Azerbaijan,AZE
Taekwondo,rio-2016,+ 80 kg men,Men,SILVER,Athlete,Abdoulrazak ISSOUFOU ALFAGA,Niger,NIG
Taekwondo,rio-2016,+ 80 kg men,Men,BRONZE,Athlete,Maicon SIQUEIRA,Brazil,BRA
Taekwondo,rio-2016,+ 80 kg men,Men,BRONZE,Athlete,Dong-Min Ja,Republic of Korea,KOR
Taekwondo,rio-2016,58 - 68 kg men,Men,GOLD,Athlete,Ahmad ABUGHAUSH,Jordan,JOR
Taekwondo,rio-2016,58 - 68 kg men,Men,SILVER,Athlete,Alexey DENISENKO,Russian Federation,RUS
Taekwondo,rio-2016,58 - 68 kg men,Men,BRONZE,Athlete,Joel GONZALEZ BONILLA,Spain,ESP
Taekwondo,rio-2016,58 - 68 kg men,Men,BRONZE,Athlete,Daehoon LEE,Republic of Korea,KOR
Taekwondo,rio-2016,68 - 80 kg men,Men,GOLD,Athlete,Cheick Sallah Junior CISSE,Côte d'Ivoire,CIV
Taekwondo,rio-2016,68 - 80 kg men,Men,SILVER,Athlete,Lutalo MUHAMMAD,Great Britain,GBR
Taekwondo,rio-2016,68 - 80 kg men,Men,BRONZE,Athlete,Oussama OUESLATI,Tunisia,TUN
Taekwondo,rio-2016,68 - 80 kg men,Men,BRONZE,Athlete,Milad BEIGI HARCHEGANI,Azerbaijan,AZE
Taekwondo,rio-2016,- 58 kg men,Men,GOLD,Athlete,Shuai ZHAO,People's Republic of China,CHN
Taekwondo,rio-2016,- 58 kg men,Men,SILVER,Athlete,Tawin HANPRAB,Thailand,THA
Taekwondo,rio-2016,- 58 kg men,Men,BRONZE,Athlete,Luisito PIE,Dominican Republic,DOM
Taekwondo,rio-2016,- 58 kg men,Men,BRONZE,Athlete,Taehun KIM,Republic of Korea,KOR
Taekwondo,rio-2016,- 49 kg women,Women,GOLD,Athlete,Sohui KIM,Republic of Korea,KOR
Taekwondo,rio-2016,- 49 kg women,Women,SILVER,Athlete,Tijana BOGDANOVIC,Serbia,SRB
Taekwondo,rio-2016,- 49 kg women,Women,BRONZE,Athlete,Patimat ABAKAROVA,Azerbaijan,AZE
Taekwondo,rio-2016,- 49 kg women,Women,BRONZE,Athlete,Panipak WONGPATTANAKIT,Thailand,THA
Taekwondo,rio-2016,57 - 67 kg women,Women,GOLD,Athlete,Hyeri OH,Republic of Korea,KOR
Taekwondo,rio-2016,57 - 67 kg women,Women,SILVER,Athlete,Haby NIARE,France,FRA
Taekwondo,rio-2016,57 - 67 kg women,Women,BRONZE,Athlete,Nur TATAR,Turkey,TUR
Taekwondo,rio-2016,57 - 67 kg women,Women,BRONZE,Athlete,Ruth Marie Christelle GBAGBI,Côte d'Ivoire,CIV
Taekwondo,rio-2016,49 - 57 kg women,Women,GOLD,Athlete,Jade JONES,Great Britain,GBR
Taekwondo,rio-2016,49 - 57 kg women,Women,SILVER,Athlete,Eva CALVO GOMEZ,Spain,ESP
Taekwondo,rio-2016,49 - 57 kg women,Women,BRONZE,Athlete,Hedaya WAHBA,Egypt,EGY
Taekwondo,rio-2016,49 - 57 kg women,Women,BRONZE,Athlete,Kimia Alizadeh Zenozi,Islamic Republic of Iran,IRI
Taekwondo,rio-2016,+ 67 kg women,Women,GOLD,Athlete,Shuyin ZHENG,People's Republic of China,CHN
Taekwondo,rio-2016,+ 67 kg women,Women,SILVER,Athlete,Maria del Rosario ESPINOZA ESPINOZA,Mexico,MEX
Taekwondo,rio-2016,+ 67 kg women,Women,BRONZE,Athlete,Bianca WALKDEN,Great Britain,GBR
Taekwondo,rio-2016,+ 67 kg women,Women,BRONZE,Athlete,Jackie Galloway,United States of America,USA
Swimming,rio-2016,100m backstroke women,Women,GOLD,Athlete,Katinka HOSSZU,Hungary,HUN
Swimming,rio-2016,100m backstroke women,Women,SILVER,Athlete,Kathleen BAKER,United States of America,USA
Swimming,rio-2016,100m backstroke women,Women,BRONZE,Athlete,Kylie MASSE,Canada,CAN
Swimming,rio-2016,100m backstroke women,Women,BRONZE,Athlete,Yuanhui FU,People's Republic of China,CHN
Swimming,rio-2016,4x200m freestyle relay men,Men,GOLD,GameTeam,,United States of America,USA
Swimming,rio-2016,4x200m freestyle relay men,Men,SILVER,GameTeam,,Great Britain,GBR
Swimming,rio-2016,4x200m freestyle relay men,Men,BRONZE,GameTeam,,Japan,JPN
Swimming,rio-2016,4x100m medley relay women,Women,GOLD,GameTeam,,United States of America,USA
Swimming,rio-2016,4x100m medley relay women,Women,SILVER,GameTeam,,Australia,AUS
Swimming,rio-2016,4x100m medley relay women,Women,BRONZE,GameTeam,,Denmark,DEN
Swimming,rio-2016,200m individual medley men,Men,GOLD,Athlete,Michael PHELPS,United States of America,USA
Swimming,rio-2016,200m individual medley men,Men,SILVER,Athlete,Kosuke HAGINO,Japan,JPN
Swimming,rio-2016,200m individual medley men,Men,BRONZE,Athlete,Shun WANG,People's Republic of China,CHN
Swimming,rio-2016,200m breaststroke women,Women,GOLD,Athlete,Rie KANETO,Japan,JPN
Swimming,rio-2016,200m breaststroke women,Women,SILVER,Athlete,Yuliya EFIMOVA,Russian Federation,RUS
Swimming,rio-2016,200m breaststroke women,Women,BRONZE,Athlete,Jinglin SHI,People's Republic of China,CHN
Swimming,rio-2016,100m breaststroke women,Women,GOLD,Athlete,Lilly KING,United States of America,USA
Swimming,rio-2016,100m breaststroke women,Women,SILVER,Athlete,Yuliya EFIMOVA,Russian Federation,RUS
Swimming,rio-2016,100m breaststroke women,Women,BRONZE,Athlete,Katie MEILI,United States of America,USA
Swimming,rio-2016,4x100m medley relay men,Men,GOLD,GameTeam,,United States of America,USA
Swimming,rio-2016,4x100m medley relay men,Men,SILVER,GameTeam,,Great Britain,GBR
Swimming,rio-2016,4x100m medley relay men,Men,BRONZE,GameTeam,,Australia,AUS
Swimming,rio-2016,4x200m freestyle relay women,Women,GOLD,GameTeam,,United States of America,USA
Swimming,rio-2016,4x200m freestyle relay women,Women,SILVER,GameTeam,,Australia,AUS
Swimming,rio-2016,4x200m freestyle relay women,Women,BRONZE,GameTeam,,Canada,CAN
Swimming,rio-2016,400m individual medley women,Women,GOLD,Athlete,Katinka HOSSZU,Hungary,HUN
Swimming,rio-2016,400m individual medley women,Women,SILVER,Athlete,Madeline DIRADO,United States of America,USA
Swimming,rio-2016,400m individual medley women,Women,BRONZE,Athlete,Mireia BELMONTE,Spain,ESP
Swimming,rio-2016,4x100m freestyle relay women,Women,GOLD,GameTeam,,Australia,AUS
Swimming,rio-2016,4x100m freestyle relay women,Women,SILVER,GameTeam,,United States of America,USA
Swimming,rio-2016,4x100m freestyle relay women,Women,BRONZE,GameTeam,,Canada,CAN
Swimming,rio-2016,400m individual medley men,Men,GOLD,Athlete,Kosuke HAGINO,Japan,JPN
Swimming,rio-2016,400m individual medley men,Men,SILVER,Athlete,Chase KALISZ,United States of America,USA
Swimming,rio-2016,400m individual medley men,Men,BRONZE,Athlete,Daiya SETO,Japan,JPN
Swimming,rio-2016,4x100m freestyle men,Men,GOLD,GameTeam,,United States of America,USA
Swimming,rio-2016,4x100m freestyle men,Men,SILVER,GameTeam,,France,FRA
Swimming,rio-2016,4x100m freestyle men,Men,BRONZE,GameTeam,,Australia,AUS
Swimming,rio-2016,100m breaststroke men,Men,GOLD,Athlete,Adam PEATY,Great Britain,GBR
Swimming,rio-2016,100m breaststroke men,Men,SILVER,Athlete,Cameron VAN DER BURGH,South Africa,RSA
Swimming,rio-2016,100m breaststroke men,Men,BRONZE,Athlete,Cody MILLER,United States of America,USA
Swimming,rio-2016,400m freestyle women,Women,GOLD,Athlete,Katie LEDECKY,United States of America,USA
Swimming,rio-2016,400m freestyle women,Women,SILVER,Athlete,Jazz CARLIN,Great Britain,GBR
Swimming,rio-2016,400m freestyle women,Women,BRONZE,Athlete,Leah SMITH,United States of America,USA
Swimming,rio-2016,200m freestyle women,Women,GOLD,Athlete,Katie LEDECKY,United States of America,USA
Swimming,rio-2016,200m freestyle women,Women,SILVER,Athlete,Sarah SJOSTROM,Sweden,SWE
Swimming,rio-2016,200m freestyle women,Women,BRONZE,Athlete,Emma MCKEON,Australia,AUS
Swimming,rio-2016,200m butterfly men,Men,GOLD,Athlete,Michael PHELPS,United States of America,USA
Swimming,rio-2016,200m butterfly men,Men,SILVER,Athlete,Masato SAKAI,Japan,JPN
Swimming,rio-2016,200m butterfly men,Men,BRONZE,Athlete,Tamas KENDERESI,Hungary,HUN
Swimming,rio-2016,200m butterfly women,Women,GOLD,Athlete,Mireia BELMONTE,Spain,ESP
Swimming,rio-2016,200m butterfly women,Women,SILVER,Athlete,Madeline GROVES,Australia,AUS
Swimming,rio-2016,200m butterfly women,Women,BRONZE,Athlete,Natsumi HOSHI,Japan,JPN
Swimming,rio-2016,200m backstroke women,Women,GOLD,Athlete,Madeline DIRADO,United States of America,USA
Swimming,rio-2016,200m backstroke women,Women,SILVER,Athlete,Katinka HOSSZU,Hungary,HUN
Swimming,rio-2016,200m backstroke women,Women,BRONZE,Athlete,Hilary CALDWELL,Canada,CAN
Swimming,rio-2016,800m freestyle women,Women,GOLD,Athlete,Katie LEDECKY,United States of America,USA
Swimming,rio-2016,800m freestyle women,Women,SILVER,Athlete,Jazz CARLIN,Great Britain,GBR
Swimming,rio-2016,800m freestyle women,Women,BRONZE,Athlete,Boglarka KAPAS,Hungary,HUN
Swimming,rio-2016,100m butterfly women,Women,GOLD,Athlete,Sarah SJOSTROM,Sweden,SWE
Swimming,rio-2016,100m butterfly women,Women,SILVER,Athlete,Penny OLEKSIAK,Canada,CAN
Swimming,rio-2016,100m butterfly women,Women,BRONZE,Athlete,Dana VOLLMER,United States of America,USA
Swimming,rio-2016,200m backstroke men,Men,GOLD,Athlete,Ryan MURPHY,United States of America,USA
Swimming,rio-2016,200m backstroke men,Men,SILVER,Athlete,Mitchell LARKIN,Australia,AUS
Swimming,rio-2016,200m backstroke men,Men,BRONZE,Athlete,Evgeny RYLOV,Russian Federation,RUS
Swimming,rio-2016,50m freestyle men,Men,GOLD,Athlete,Anthony ERVIN,United States of America,USA
Swimming,rio-2016,50m freestyle men,Men,SILVER,Athlete,Florent MANAUDOU,France,FRA
Swimming,rio-2016,50m freestyle men,Men,BRONZE,Athlete,Nathan ADRIAN,United States of America,USA
Swimming,rio-2016,100m freestyle men,Men,GOLD,Athlete,Kyle CHALMERS,Australia,AUS
Swimming,rio-2016,100m freestyle men,Men,SILVER,Athlete,Pieter TIMMERS,Belgium,BEL
Swimming,rio-2016,100m freestyle men,Men,BRONZE,Athlete,Nathan ADRIAN,United States of America,USA
Swimming,rio-2016,200m individual medley women,Women,GOLD,Athlete,Katinka HOSSZU,Hungary,HUN
Swimming,rio-2016,200m individual medley women,Women,SILVER,Athlete,Siobhan-Marie OCONNOR,Great Britain,GBR
Swimming,rio-2016,200m individual medley women,Women,BRONZE,Athlete,Madeline DIRADO,United States of America,USA
Swimming,rio-2016,100m backstroke men,Men,GOLD,Athlete,Ryan MURPHY,United States of America,USA
Swimming,rio-2016,100m backstroke men,Men,SILVER,Athlete,Jiayu XU,People's Republic of China,CHN
Swimming,rio-2016,100m backstroke men,Men,BRONZE,Athlete,David PLUMMER,United States of America,USA
Swimming,rio-2016,100m butterfly men,Men,GOLD,Athlete,Joseph SCHOOLING,Singapore,SGP
Swimming,rio-2016,100m butterfly men,Men,SILVER,Athlete,Michael PHELPS,United States of America,USA
Swimming,rio-2016,100m butterfly men,Men,SILVER,Athlete,Chad LE CLOS,South Africa,RSA
Swimming,rio-2016,100m butterfly men,Men,SILVER,Athlete,Laszlo CSEH,Hungary,HUN
Swimming,rio-2016,100m freestyle women,Women,GOLD,Athlete,Simone MANUEL,United States of America,USA
Swimming,rio-2016,100m freestyle women,Women,GOLD,Athlete,Penny OLEKSIAK,Canada,CAN
Swimming,rio-2016,100m freestyle women,Women,BRONZE,Athlete,Sarah SJOSTROM,Sweden,SWE
Swimming,rio-2016,200m breaststroke men,Men,GOLD,Athlete,Dmitriy BALANDIN,Kazakhstan,KAZ
Swimming,rio-2016,200m breaststroke men,Men,SILVER,Athlete,Josh PRENOT,United States of America,USA
Swimming,rio-2016,200m breaststroke men,Men,BRONZE,Athlete,Anton CHUPKOV,Russian Federation,RUS
Swimming,rio-2016,200m freestyle men,Men,GOLD,Athlete,Yang SUN,People's Republic of China,CHN
Swimming,rio-2016,200m freestyle men,Men,SILVER,Athlete,Chad LE CLOS,South Africa,RSA
Swimming,rio-2016,200m freestyle men,Men,BRONZE,Athlete,Conor DWYER,United States of America,USA
Swimming,rio-2016,1500m freestyle men,Men,GOLD,Athlete,Gregorio PALTRINIERI,Italy,ITA
Swimming,rio-2016,1500m freestyle men,Men,SILVER,Athlete,Connor JAEGER,United States of America,USA
Swimming,rio-2016,1500m freestyle men,Men,BRONZE,Athlete,Gabriele DETTI,Italy,ITA
Swimming,rio-2016,400m freestyle men,Men,GOLD,Athlete,Mack HORTON,Australia,AUS
Swimming,rio-2016,400m freestyle men,Men,SILVER,Athlete,Yang SUN,People's Republic of China,CHN
